idx,rkts,abstractI,abstractT,expr
44-39,44-39,http://purl.bdrc.io/resource/W0RKA0044-39,http://purl.bdrc.io/resource/W0RKT0044-39,http://purl.bdrc.io/resource/W4CZ5369_0044-39
44-4,44-4,http://purl.bdrc.io/resource/W0RKA0044-4,http://purl.bdrc.io/resource/W0RKT0044-4,http://purl.bdrc.io/resource/W4CZ5369_0044-4
44-40,44-40,http://purl.bdrc.io/resource/W0RKA0044-40,http://purl.bdrc.io/resource/W0RKT0044-40,http://purl.bdrc.io/resource/W4CZ5369_0044-40
44-41,44-41,http://purl.bdrc.io/resource/W0RKA0044-41,http://purl.bdrc.io/resource/W0RKT0044-41,http://purl.bdrc.io/resource/W4CZ5369_0044-41
44-42,44-42,http://purl.bdrc.io/resource/W0RKA0044-42,http://purl.bdrc.io/resource/W0RKT0044-42,http://purl.bdrc.io/resource/W4CZ5369_0044-42
44-43,44-43,http://purl.bdrc.io/resource/W0RKA0044-43,http://purl.bdrc.io/resource/W0RKT0044-43,http://purl.bdrc.io/resource/W4CZ5369_0044-43
44-44,44-44,http://purl.bdrc.io/resource/W0RKA0044-44,http://purl.bdrc.io/resource/W0RKT0044-44,http://purl.bdrc.io/resource/W4CZ5369_0044-44
44-45,44-45,http://purl.bdrc.io/resource/W0RKA0044-45,http://purl.bdrc.io/resource/W0RKT0044-45,http://purl.bdrc.io/resource/W4CZ5369_0044-45
44-45a,1095,http://purl.bdrc.io/resource/W4CZ16796,http://purl.bdrc.io/resource/W0RTT3711,http://purl.bdrc.io/resource/W4CZ5369_0044-45A
44-5,44-5,http://purl.bdrc.io/resource/W0RKA0044-5,http://purl.bdrc.io/resource/W0RKT0044-5,http://purl.bdrc.io/resource/W4CZ5369_0044-5
44-6,44-6,http://purl.bdrc.io/resource/W0RKA0044-6,http://purl.bdrc.io/resource/W0RKT0044-6,http://purl.bdrc.io/resource/W4CZ5369_0044-6
44-7,44-7,http://purl.bdrc.io/resource/W0RKA0044-7,http://purl.bdrc.io/resource/W0RKT0044-7,http://purl.bdrc.io/resource/W4CZ5369_0044-7
44-8,44-8,http://purl.bdrc.io/resource/W0RKA0044-8,http://purl.bdrc.io/resource/W0RKT0044-8,http://purl.bdrc.io/resource/W4CZ5369_0044-8
44-9,44-9,http://purl.bdrc.io/resource/W0RKA0044-9,http://purl.bdrc.io/resource/W0RKT0044-9,http://purl.bdrc.io/resource/W4CZ5369_0044-9
440,440,http://purl.bdrc.io/resource/W4CZ15228,http://purl.bdrc.io/resource/W0RKT0440,http://purl.bdrc.io/resource/W4CZ5369_0440
441,441,http://purl.bdrc.io/resource/W0RKA0441,http://purl.bdrc.io/resource/W0RKT0441,http://purl.bdrc.io/resource/W4CZ5369_0441
442,442,http://purl.bdrc.io/resource/W10MS11138,http://purl.bdrc.io/resource/W0RKT0442,http://purl.bdrc.io/resource/W4CZ5369_0442
443,443,http://purl.bdrc.io/resource/W0RKA0443,http://purl.bdrc.io/resource/W0RKT0443,http://purl.bdrc.io/resource/W4CZ5369_0443
444,444,http://purl.bdrc.io/resource/W0RKA0444,http://purl.bdrc.io/resource/W0RKT0444,http://purl.bdrc.io/resource/W4CZ5369_0444
445,445,http://purl.bdrc.io/resource/W4CZ15238,http://purl.bdrc.io/resource/W0RKT0445,http://purl.bdrc.io/resource/W4CZ5369_0445
446,446,http://purl.bdrc.io/resource/W0RKA0446,http://purl.bdrc.io/resource/W0RKT0446,http://purl.bdrc.io/resource/W4CZ5369_0446
447,447,http://purl.bdrc.io/resource/W0RKA0447,http://purl.bdrc.io/resource/W0RKT0447,http://purl.bdrc.io/resource/W4CZ5369_0447
448,448,http://purl.bdrc.io/resource/W0RKA0448,http://purl.bdrc.io/resource/W0RKT0448,http://purl.bdrc.io/resource/W4CZ5369_0448
449,449,http://purl.bdrc.io/resource/W0RKA0449,http://purl.bdrc.io/resource/W0RKT0449,http://purl.bdrc.io/resource/W4CZ5369_0449
45,45,http://purl.bdrc.io/resource/W0RKA0045,http://purl.bdrc.io/resource/W0RKT0045,http://purl.bdrc.io/resource/W4CZ5369_0045
450,450,http://purl.bdrc.io/resource/W25358,http://purl.bdrc.io/resource/W0RKT0450,http://purl.bdrc.io/resource/W4CZ5369_0450
451,451,http://purl.bdrc.io/resource/W0RKA0451,http://purl.bdrc.io/resource/W0RKT0451,http://purl.bdrc.io/resource/W4CZ5369_0451
452,452,http://purl.bdrc.io/resource/W0RKA0452,http://purl.bdrc.io/resource/W0RKT0452,http://purl.bdrc.io/resource/W4CZ5369_0452
453,453,http://purl.bdrc.io/resource/W0RKA0453,http://purl.bdrc.io/resource/W0RKT0453,http://purl.bdrc.io/resource/W4CZ5369_0453
454,454,http://purl.bdrc.io/resource/W25362,http://purl.bdrc.io/resource/W0RKT0454,http://purl.bdrc.io/resource/W4CZ5369_0454
455,455,http://purl.bdrc.io/resource/W0RKA0455,http://purl.bdrc.io/resource/W0RKT0455,http://purl.bdrc.io/resource/W4CZ5369_0455
456,456,http://purl.bdrc.io/resource/W0RKA0456,http://purl.bdrc.io/resource/W0RKT0456,http://purl.bdrc.io/resource/W4CZ5369_0456
457,457,http://purl.bdrc.io/resource/W0RKA0457,http://purl.bdrc.io/resource/W0RKT0457,http://purl.bdrc.io/resource/W4CZ5369_0457
458,458,http://purl.bdrc.io/resource/W0RKA0458,http://purl.bdrc.io/resource/W0RKT0458,http://purl.bdrc.io/resource/W4CZ5369_0458
459,459,http://purl.bdrc.io/resource/W0RKA0459,http://purl.bdrc.io/resource/W0RKT0459,http://purl.bdrc.io/resource/W4CZ5369_0459
46,46,http://purl.bdrc.io/resource/W0RKA0046,http://purl.bdrc.io/resource/W0RKT0046,http://purl.bdrc.io/resource/W4CZ5369_0046
460,460,http://purl.bdrc.io/resource/W0RKA0460,http://purl.bdrc.io/resource/W0RKT0460,http://purl.bdrc.io/resource/W4CZ5369_0460
460a,946,http://purl.bdrc.io/resource/W0RKA0946,http://purl.bdrc.io/resource/W0RKT0946,http://purl.bdrc.io/resource/W4CZ5369_0460A
461,461,http://purl.bdrc.io/resource/W25370,http://purl.bdrc.io/resource/W0RKT0461,http://purl.bdrc.io/resource/W4CZ5369_0461
462,462,http://purl.bdrc.io/resource/W0RKA0462,http://purl.bdrc.io/resource/W0RKT0462,http://purl.bdrc.io/resource/W4CZ5369_0462
463,463,http://purl.bdrc.io/resource/W0RKA0463,http://purl.bdrc.io/resource/W0RKT0463,http://purl.bdrc.io/resource/W4CZ5369_0463
464,464,http://purl.bdrc.io/resource/W0RKA0464,http://purl.bdrc.io/resource/W0RKT0464,http://purl.bdrc.io/resource/W4CZ5369_0464
465,465,http://purl.bdrc.io/resource/W0RKA0465,http://purl.bdrc.io/resource/W0RKT0465,http://purl.bdrc.io/resource/W4CZ5369_0465
466,466,http://purl.bdrc.io/resource/W0RKA0466,http://purl.bdrc.io/resource/W0RKT0466,http://purl.bdrc.io/resource/W4CZ5369_0466
467,467,http://purl.bdrc.io/resource/W0RKA0467,http://purl.bdrc.io/resource/W0RKT0467,http://purl.bdrc.io/resource/W4CZ5369_0467
468,468,http://purl.bdrc.io/resource/W4CZ15300,http://purl.bdrc.io/resource/W0RKT0468,http://purl.bdrc.io/resource/W4CZ5369_0468
469,469,http://purl.bdrc.io/resource/W25378,http://purl.bdrc.io/resource/W0RTT2797,http://purl.bdrc.io/resource/W4CZ5369_0469
47,47,http://purl.bdrc.io/resource/W0RKA0047,http://purl.bdrc.io/resource/W0RKT0047,http://purl.bdrc.io/resource/W4CZ5369_0047
470,470,http://purl.bdrc.io/resource/W0RKA0470,http://purl.bdrc.io/resource/W0RKT0470,http://purl.bdrc.io/resource/W4CZ5369_0470
471,471,http://purl.bdrc.io/resource/W0RTA0858,http://purl.bdrc.io/resource/W0RTT0858,http://purl.bdrc.io/resource/W4CZ5369_0471
472,472,http://purl.bdrc.io/resource/W0RKA0472,http://purl.bdrc.io/resource/W0RKT0472,http://purl.bdrc.io/resource/W4CZ5369_0472
473,473,http://purl.bdrc.io/resource/W4CZ15283,http://purl.bdrc.io/resource/W0RKT0473,http://purl.bdrc.io/resource/W4CZ5369_0473
474,474,http://purl.bdrc.io/resource/W0RKA0474,http://purl.bdrc.io/resource/W0RKT0474,http://purl.bdrc.io/resource/W4CZ5369_0474
475,475,http://purl.bdrc.io/resource/W0RKA0475,http://purl.bdrc.io/resource/W0RKT0475,http://purl.bdrc.io/resource/W4CZ5369_0475
476,476,http://purl.bdrc.io/resource/W0RKA0476,http://purl.bdrc.io/resource/W0RKT0476,http://purl.bdrc.io/resource/W4CZ5369_0476
477,477,http://purl.bdrc.io/resource/W0RKA0477,http://purl.bdrc.io/resource/W0RKT0477,http://purl.bdrc.io/resource/W4CZ5369_0477
478,478,http://purl.bdrc.io/resource/W0RKA0478,http://purl.bdrc.io/resource/W0RKT0478,http://purl.bdrc.io/resource/W4CZ5369_0478
479,479,http://purl.bdrc.io/resource/W25390,http://purl.bdrc.io/resource/W0RKT0479,http://purl.bdrc.io/resource/W4CZ5369_0479
48,48,http://purl.bdrc.io/resource/W0RKA0048,http://purl.bdrc.io/resource/W0RKT0048,http://purl.bdrc.io/resource/W4CZ5369_0048
480,480,http://purl.bdrc.io/resource/W0RKA0480,http://purl.bdrc.io/resource/W0RKT0480,http://purl.bdrc.io/resource/W4CZ5369_0480
481,481,http://purl.bdrc.io/resource/W0RKA0481,http://purl.bdrc.io/resource/W0RKT0481,http://purl.bdrc.io/resource/W4CZ5369_0481
482,482,http://purl.bdrc.io/resource/W25393,http://purl.bdrc.io/resource/W0RKT0482,http://purl.bdrc.io/resource/W4CZ5369_0482
483,483,http://purl.bdrc.io/resource/W0RKA0483,http://purl.bdrc.io/resource/W0RKT0483,http://purl.bdrc.io/resource/W4CZ5369_0483
484,484,http://purl.bdrc.io/resource/W0RTA1920,http://purl.bdrc.io/resource/W0RTT1920,http://purl.bdrc.io/resource/W4CZ5369_0484
485,485,http://purl.bdrc.io/resource/W0RKA0485,http://purl.bdrc.io/resource/W0RKT0485,http://purl.bdrc.io/resource/W4CZ5369_0485
486,486,http://purl.bdrc.io/resource/W0RKA0486,http://purl.bdrc.io/resource/W0RKT0486,http://purl.bdrc.io/resource/W4CZ5369_0486
487,487,http://purl.bdrc.io/resource/W25398,http://purl.bdrc.io/resource/W0RKT0487,http://purl.bdrc.io/resource/W4CZ5369_0487
488,488,http://purl.bdrc.io/resource/W0RKA0488,http://purl.bdrc.io/resource/W0RKT0488,http://purl.bdrc.io/resource/W4CZ5369_0488
489,17,http://purl.bdrc.io/resource/W25400,http://purl.bdrc.io/resource/W0RKT0017,http://purl.bdrc.io/resource/W4CZ5369_0489
49,49,http://purl.bdrc.io/resource/W0RKA0049,http://purl.bdrc.io/resource/W0RKT0049,http://purl.bdrc.io/resource/W4CZ5369_0049
490,489,http://purl.bdrc.io/resource/W25401,http://purl.bdrc.io/resource/W0RKT0489,http://purl.bdrc.io/resource/W4CZ5369_0490
491,490,http://purl.bdrc.io/resource/W25402,http://purl.bdrc.io/resource/W0RKT0490,http://purl.bdrc.io/resource/W4CZ5369_0491
492,491,http://purl.bdrc.io/resource/W0RKA0491,http://purl.bdrc.io/resource/W0RKT0491,http://purl.bdrc.io/resource/W4CZ5369_0492
493,492,http://purl.bdrc.io/resource/W0RKA0492,http://purl.bdrc.io/resource/W0RKT0492,http://purl.bdrc.io/resource/W4CZ5369_0493
494,493,http://purl.bdrc.io/resource/W4CZ15485,http://purl.bdrc.io/resource/W0RKT0493,http://purl.bdrc.io/resource/W4CZ5369_0494
495,494,http://purl.bdrc.io/resource/W0RKA0494,http://purl.bdrc.io/resource/W0RKT0494,http://purl.bdrc.io/resource/W4CZ5369_0495
496,495,http://purl.bdrc.io/resource/W0RKA0495,http://purl.bdrc.io/resource/W0RKT0495,http://purl.bdrc.io/resource/W4CZ5369_0496
497,496,http://purl.bdrc.io/resource/W0RKA0496,http://purl.bdrc.io/resource/W0RKT0496,http://purl.bdrc.io/resource/W4CZ5369_0497
498,497,http://purl.bdrc.io/resource/W0RKA0497,http://purl.bdrc.io/resource/W0RKT0497,http://purl.bdrc.io/resource/W4CZ5369_0498
499,498,http://purl.bdrc.io/resource/W25411,http://purl.bdrc.io/resource/W0RKT0498,http://purl.bdrc.io/resource/W4CZ5369_0499
5,5,http://purl.bdrc.io/resource/W0RKA0005,http://purl.bdrc.io/resource/W0RKT0005,http://purl.bdrc.io/resource/W4CZ5369_0005
50,50,http://purl.bdrc.io/resource/W0RKA0050,http://purl.bdrc.io/resource/W0RKT0050,http://purl.bdrc.io/resource/W4CZ5369_0050
500,499,http://purl.bdrc.io/resource/W0RKA0499,http://purl.bdrc.io/resource/W0RKT0499,http://purl.bdrc.io/resource/W4CZ5369_0500
501,500,http://purl.bdrc.io/resource/W0RKA0500,http://purl.bdrc.io/resource/W0RKT0500,http://purl.bdrc.io/resource/W4CZ5369_0501
502,501,http://purl.bdrc.io/resource/W0RKA0501,http://purl.bdrc.io/resource/W0RKT0501,http://purl.bdrc.io/resource/W4CZ5369_0502
503,502,http://purl.bdrc.io/resource/W0RKA0502,http://purl.bdrc.io/resource/W0RKT0502,http://purl.bdrc.io/resource/W4CZ5369_0503
504,503,http://purl.bdrc.io/resource/W0RKA0503,http://purl.bdrc.io/resource/W0RKT0503,http://purl.bdrc.io/resource/W4CZ5369_0504
505,504,http://purl.bdrc.io/resource/W0RKA0504,http://purl.bdrc.io/resource/W0RKT0504,http://purl.bdrc.io/resource/W4CZ5369_0505
505a,21,http://purl.bdrc.io/resource/W0RKA0021,http://purl.bdrc.io/resource/W0RKT0021,http://purl.bdrc.io/resource/W4CZ5369_0505A
506,505,http://purl.bdrc.io/resource/W0RKA0505,http://purl.bdrc.io/resource/W0RKT0505,http://purl.bdrc.io/resource/W4CZ5369_0506
507,506,http://purl.bdrc.io/resource/W0RKA0506,http://purl.bdrc.io/resource/W0RKT0506,http://purl.bdrc.io/resource/W4CZ5369_0507
508,507,http://purl.bdrc.io/resource/W0RKA0507,http://purl.bdrc.io/resource/W0RKT0507,http://purl.bdrc.io/resource/W4CZ5369_0508
509,508,http://purl.bdrc.io/resource/W0RKA0508,http://purl.bdrc.io/resource/W0RKT0508,http://purl.bdrc.io/resource/W4CZ5369_0509
51,51,http://purl.bdrc.io/resource/W0RKA0051,http://purl.bdrc.io/resource/W0RKT0051,http://purl.bdrc.io/resource/W4CZ5369_0051
510,509,http://purl.bdrc.io/resource/W0RKA0509,http://purl.bdrc.io/resource/W0RKT0509,http://purl.bdrc.io/resource/W4CZ5369_0510
511,273,http://purl.bdrc.io/resource/W0RKA0273,http://purl.bdrc.io/resource/W0RKT0273,http://purl.bdrc.io/resource/W4CZ5369_0511
512,270,http://purl.bdrc.io/resource/W0RKA0270,http://purl.bdrc.io/resource/W0RKT0270,http://purl.bdrc.io/resource/W4CZ5369_0512
513,512,http://purl.bdrc.io/resource/W0RKA0512,http://purl.bdrc.io/resource/W0RKT0512,http://purl.bdrc.io/resource/W4CZ5369_0513
514,513,http://purl.bdrc.io/resource/W0RKA0513,http://purl.bdrc.io/resource/W0RKT0513,http://purl.bdrc.io/resource/W4CZ5369_0514
515,514,http://purl.bdrc.io/resource/W0RKA0514,http://purl.bdrc.io/resource/W0RKT0514,http://purl.bdrc.io/resource/W4CZ5369_0515
516,515,http://purl.bdrc.io/resource/W0RKA0515,http://purl.bdrc.io/resource/W0RKT0515,http://purl.bdrc.io/resource/W4CZ5369_0516
517,516,http://purl.bdrc.io/resource/W0RKA0516,http://purl.bdrc.io/resource/W0RKT0516,http://purl.bdrc.io/resource/W4CZ5369_0517
518,517,http://purl.bdrc.io/resource/W0RKA0517,http://purl.bdrc.io/resource/W0RKT0517,http://purl.bdrc.io/resource/W4CZ5369_0518
519,518,http://purl.bdrc.io/resource/W0RKA0518,http://purl.bdrc.io/resource/W0RKT0518,http://purl.bdrc.io/resource/W4CZ5369_0519
52,52,http://purl.bdrc.io/resource/W0RKA0052,http://purl.bdrc.io/resource/W0RKT0052,http://purl.bdrc.io/resource/W4CZ5369_0052
520,212,http://purl.bdrc.io/resource/W0RKA0212,http://purl.bdrc.io/resource/W0RKT0212,http://purl.bdrc.io/resource/W4CZ5369_0520
521,520,http://purl.bdrc.io/resource/W0RKA0520,http://purl.bdrc.io/resource/W0RKT0520,http://purl.bdrc.io/resource/W4CZ5369_0521
522,521,http://purl.bdrc.io/resource/W0RKA0521,http://purl.bdrc.io/resource/W0RKT0521,http://purl.bdrc.io/resource/W4CZ5369_0522
523,522,http://purl.bdrc.io/resource/W0RKA0522,http://purl.bdrc.io/resource/W0RKT0522,http://purl.bdrc.io/resource/W4CZ5369_0523
524,523,http://purl.bdrc.io/resource/W0RKA0523,http://purl.bdrc.io/resource/W0RKT0523,http://purl.bdrc.io/resource/W4CZ5369_0524
525,140,http://purl.bdrc.io/resource/W25437,http://purl.bdrc.io/resource/W0RKT0140,http://purl.bdrc.io/resource/W4CZ5369_0525
526,141,http://purl.bdrc.io/resource/W25438,http://purl.bdrc.io/resource/W0RKT0141,http://purl.bdrc.io/resource/W4CZ5369_0526
527,114,http://purl.bdrc.io/resource/W0RKA0114,http://purl.bdrc.io/resource/W0RKT0114,http://purl.bdrc.io/resource/W4CZ5369_0527
528,527,http://purl.bdrc.io/resource/W0RKA0527,http://purl.bdrc.io/resource/W0RKT0527,http://purl.bdrc.io/resource/W4CZ5369_0528
529,528,http://purl.bdrc.io/resource/W0RKA0528,http://purl.bdrc.io/resource/W0RKT0528,http://purl.bdrc.io/resource/W4CZ5369_0529
53,53,http://purl.bdrc.io/resource/W0RKA0053,http://purl.bdrc.io/resource/W0RKT0053,http://purl.bdrc.io/resource/W4CZ5369_0053
530,22,http://purl.bdrc.io/resource/W0RKA0022,http://purl.bdrc.io/resource/W0RKT0022,http://purl.bdrc.io/resource/W4CZ5369_0530
531,529,http://purl.bdrc.io/resource/W22339,http://purl.bdrc.io/resource/W0RKT0529,http://purl.bdrc.io/resource/W4CZ5369_0531
532,530,http://purl.bdrc.io/resource/W0RKA0530,http://purl.bdrc.io/resource/W0RKT0530,http://purl.bdrc.io/resource/W4CZ5369_0532
533,531,http://purl.bdrc.io/resource/W0RKA0531,http://purl.bdrc.io/resource/W0RKT0531,http://purl.bdrc.io/resource/W4CZ5369_0533
534,532,http://purl.bdrc.io/resource/W0RKA0532,http://purl.bdrc.io/resource/W0RKT0532,http://purl.bdrc.io/resource/W4CZ5369_0534
535,533,http://purl.bdrc.io/resource/W0RKA0533,http://purl.bdrc.io/resource/W0RKT0533,http://purl.bdrc.io/resource/W4CZ5369_0535
536,534,http://purl.bdrc.io/resource/W0RKA0534,http://purl.bdrc.io/resource/W0RKT0534,http://purl.bdrc.io/resource/W4CZ5369_0536
537,535,http://purl.bdrc.io/resource/W0RKA0535,http://purl.bdrc.io/resource/W0RKT0535,http://purl.bdrc.io/resource/W4CZ5369_0537
538,536,http://purl.bdrc.io/resource/W0RKA0536,http://purl.bdrc.io/resource/W0RKT0536,http://purl.bdrc.io/resource/W4CZ5369_0538
539,1069,http://purl.bdrc.io/resource/W0RKA1069,http://purl.bdrc.io/resource/W0RKT1069,http://purl.bdrc.io/resource/W4CZ5369_0539
539a,1070,http://purl.bdrc.io/resource/W0RKA1070,http://purl.bdrc.io/resource/W0RKT1070,http://purl.bdrc.io/resource/W4CZ5369_0539A
539b,1071,http://purl.bdrc.io/resource/W0RKA1071,http://purl.bdrc.io/resource/W0RKT1071,http://purl.bdrc.io/resource/W4CZ5369_0539B
539c,1391,http://purl.bdrc.io/resource/W0RKA1391,http://purl.bdrc.io/resource/W0RKT1391,http://purl.bdrc.io/resource/W4CZ5369_0539C
539d,1073,http://purl.bdrc.io/resource/W0RKA1073,http://purl.bdrc.io/resource/W0RKT1073,http://purl.bdrc.io/resource/W4CZ5369_0539D
539e,768,http://purl.bdrc.io/resource/W0RKA0768,http://purl.bdrc.io/resource/W0RKT0768,http://purl.bdrc.io/resource/W4CZ5369_0539E
539f,537,http://purl.bdrc.io/resource/W0RKA0537,http://purl.bdrc.io/resource/W0RKT0537,http://purl.bdrc.io/resource/W4CZ5369_0539F
54,54,http://purl.bdrc.io/resource/W0RKA0054,http://purl.bdrc.io/resource/W0RKT0054,http://purl.bdrc.io/resource/W4CZ5369_0054
540,538,http://purl.bdrc.io/resource/W0RKA0538,http://purl.bdrc.io/resource/W0RKT0538,http://purl.bdrc.io/resource/W4CZ5369_0540
541,539,http://purl.bdrc.io/resource/W0RKA0539,http://purl.bdrc.io/resource/W0RKT0539,http://purl.bdrc.io/resource/W4CZ5369_0541
542,540,http://purl.bdrc.io/resource/W0RKA0540,http://purl.bdrc.io/resource/W0RKT0540,http://purl.bdrc.io/resource/W4CZ5369_0542
543,541,http://purl.bdrc.io/resource/W25455,http://purl.bdrc.io/resource/W0RKT0541,http://purl.bdrc.io/resource/W4CZ5369_0543
544,542,http://purl.bdrc.io/resource/W4CZ15488,http://purl.bdrc.io/resource/W0RKT0542,http://purl.bdrc.io/resource/W4CZ5369_0544
545,543,http://purl.bdrc.io/resource/W0RKA0543,http://purl.bdrc.io/resource/W0RKT0543,http://purl.bdrc.io/resource/W4CZ5369_0545
546,544,http://purl.bdrc.io/resource/W0RKA0544,http://purl.bdrc.io/resource/W0RKT0544,http://purl.bdrc.io/resource/W4CZ5369_0546
547,545,http://purl.bdrc.io/resource/W0RKA0545,http://purl.bdrc.io/resource/W0RKT0545,http://purl.bdrc.io/resource/W4CZ5369_0547
548,546,http://purl.bdrc.io/resource/W0RKA0546,http://purl.bdrc.io/resource/W0RKT0546,http://purl.bdrc.io/resource/W4CZ5369_0548
549,547,http://purl.bdrc.io/resource/W0RKA0547,http://purl.bdrc.io/resource/W0RKT0547,http://purl.bdrc.io/resource/W4CZ5369_0549
55,55,http://purl.bdrc.io/resource/W0RKA0055,http://purl.bdrc.io/resource/W0RKT0055,http://purl.bdrc.io/resource/W4CZ5369_0055
550,548,http://purl.bdrc.io/resource/W0RKA0548,http://purl.bdrc.io/resource/W0RKT0548,http://purl.bdrc.io/resource/W4CZ5369_0550
551,90,http://purl.bdrc.io/resource/W0RKA0090,http://purl.bdrc.io/resource/W0RKT0090,http://purl.bdrc.io/resource/W4CZ5369_0551
552,549,http://purl.bdrc.io/resource/W0RKA0549,http://purl.bdrc.io/resource/W0RKT0549,http://purl.bdrc.io/resource/W4CZ5369_0552
553,25,http://purl.bdrc.io/resource/W0RKA0025,http://purl.bdrc.io/resource/W0RKT0025,http://purl.bdrc.io/resource/W4CZ5369_0553
554,19,http://purl.bdrc.io/resource/W0RKA0019,http://purl.bdrc.io/resource/W0RKT0019,http://purl.bdrc.io/resource/W4CZ5369_0554
555,550,http://purl.bdrc.io/resource/W0RKA0550,http://purl.bdrc.io/resource/W0RKT0550,http://purl.bdrc.io/resource/W4CZ5369_0555
556,551,http://purl.bdrc.io/resource/W0RKA0551,http://purl.bdrc.io/resource/W0RKT0551,http://purl.bdrc.io/resource/W4CZ5369_0556
557,552,http://purl.bdrc.io/resource/W0RKA0552,http://purl.bdrc.io/resource/W0RKT0552,http://purl.bdrc.io/resource/W4CZ5369_0557
558,553,http://purl.bdrc.io/resource/W25470,http://purl.bdrc.io/resource/W0RKT0553,http://purl.bdrc.io/resource/W4CZ5369_0558
559,554,http://purl.bdrc.io/resource/W25471,http://purl.bdrc.io/resource/W0RKT0554,http://purl.bdrc.io/resource/W4CZ5369_0559
56,56,http://purl.bdrc.io/resource/W0RKA0056,http://purl.bdrc.io/resource/W0RKT0056,http://purl.bdrc.io/resource/W4CZ5369_0056
560,555,http://purl.bdrc.io/resource/W0RKA0555,http://purl.bdrc.io/resource/W0RKT0555,http://purl.bdrc.io/resource/W4CZ5369_0560
561,556,http://purl.bdrc.io/resource/W0RKA0556,http://purl.bdrc.io/resource/W0RKT0556,http://purl.bdrc.io/resource/W4CZ5369_0561
562,557,http://purl.bdrc.io/resource/W25474,http://purl.bdrc.io/resource/W0RKT0557,http://purl.bdrc.io/resource/W4CZ5369_0562
563,558,http://purl.bdrc.io/resource/W0RKA0558,http://purl.bdrc.io/resource/W0RKT0558,http://purl.bdrc.io/resource/W4CZ5369_0563
564,559,http://purl.bdrc.io/resource/W0RKA0559,http://purl.bdrc.io/resource/W0RKT0559,http://purl.bdrc.io/resource/W4CZ5369_0564
565,560,http://purl.bdrc.io/resource/W0RKA0560,http://purl.bdrc.io/resource/W0RKT0560,http://purl.bdrc.io/resource/W4CZ5369_0565
566,561,http://purl.bdrc.io/resource/W0RKA0561,http://purl.bdrc.io/resource/W0RKT0561,http://purl.bdrc.io/resource/W4CZ5369_0566
567,562,http://purl.bdrc.io/resource/W0RKA0562,http://purl.bdrc.io/resource/W0RKT0562,http://purl.bdrc.io/resource/W4CZ5369_0567
568,563,http://purl.bdrc.io/resource/W0RKA0563,http://purl.bdrc.io/resource/W0RKT0563,http://purl.bdrc.io/resource/W4CZ5369_0568
569,564,http://purl.bdrc.io/resource/W0RKA0564,http://purl.bdrc.io/resource/W0RKT0564,http://purl.bdrc.io/resource/W4CZ5369_0569
57,57,http://purl.bdrc.io/resource/W0RKA0057,http://purl.bdrc.io/resource/W0RKT0057,http://purl.bdrc.io/resource/W4CZ5369_0057
570,565,http://purl.bdrc.io/resource/W0RKA0565,http://purl.bdrc.io/resource/W0RKT0565,http://purl.bdrc.io/resource/W4CZ5369_0570
571,566,http://purl.bdrc.io/resource/W0RKA0566,http://purl.bdrc.io/resource/W0RKT0566,http://purl.bdrc.io/resource/W4CZ5369_0571
572,567,http://purl.bdrc.io/resource/W0RKA0567,http://purl.bdrc.io/resource/W0RKT0567,http://purl.bdrc.io/resource/W4CZ5369_0572
573,568,http://purl.bdrc.io/resource/W0RKA0568,http://purl.bdrc.io/resource/W0RKT0568,http://purl.bdrc.io/resource/W4CZ5369_0573
574,569,http://purl.bdrc.io/resource/W0RKA0569,http://purl.bdrc.io/resource/W0RKT0569,http://purl.bdrc.io/resource/W4CZ5369_0574
575,570,http://purl.bdrc.io/resource/W0RKA0570,http://purl.bdrc.io/resource/W0RKT0570,http://purl.bdrc.io/resource/W4CZ5369_0575
576,20,http://purl.bdrc.io/resource/W0RKA0020,http://purl.bdrc.io/resource/W0RKT0020,http://purl.bdrc.io/resource/W4CZ5369_0576
577,571,http://purl.bdrc.io/resource/W0RKA0571,http://purl.bdrc.io/resource/W0RKT0571,http://purl.bdrc.io/resource/W4CZ5369_0577
578,572,http://purl.bdrc.io/resource/W0RKA0572,http://purl.bdrc.io/resource/W0RKT0572,http://purl.bdrc.io/resource/W4CZ5369_0578
579,573,http://purl.bdrc.io/resource/W0RKA0573,http://purl.bdrc.io/resource/W0RKT0573,http://purl.bdrc.io/resource/W4CZ5369_0579
58,58,http://purl.bdrc.io/resource/W0RKA0058,http://purl.bdrc.io/resource/W0RKT0058,http://purl.bdrc.io/resource/W4CZ5369_0058
580,574,http://purl.bdrc.io/resource/W0RKA0574,http://purl.bdrc.io/resource/W0RKT0574,http://purl.bdrc.io/resource/W4CZ5369_0580
581,575,http://purl.bdrc.io/resource/W0RKA0575,http://purl.bdrc.io/resource/W0RKT0575,http://purl.bdrc.io/resource/W4CZ5369_0581
582,576,http://purl.bdrc.io/resource/W0RKA0576,http://purl.bdrc.io/resource/W0RKT0576,http://purl.bdrc.io/resource/W4CZ5369_0582
583,577,http://purl.bdrc.io/resource/W0RKA0577,http://purl.bdrc.io/resource/W0RKT0577,http://purl.bdrc.io/resource/W4CZ5369_0583
584,578,http://purl.bdrc.io/resource/W0RKA0578,http://purl.bdrc.io/resource/W0RKT0578,http://purl.bdrc.io/resource/W4CZ5369_0584
